[SCAN]              	playful_bryan (SCAN:07d28ffd932f53936786f398d35fb6620d626e14)	TARGET	(distance-0)
[DNS_NAME]          	nginx-prod.www.tours.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www-www.tours.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	wwwwww.tours.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	nginx-test.www.tours.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	origin.www.tours.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	widget-origin.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	ndc.www.tours.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	simone.www.tours.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	websrv06.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	u002fgraphql.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	beta-balkan.kiwi.com	leakix	(a-record, cloud-google, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	mail.www.tours.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	status.www.tours.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	toursbetawww.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	vi.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	xxx.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	rooms.kiwi.com	leakix	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	ws128.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	learn.kiwi.com	leakix	(a-record, cloud-amazon, cname-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	w.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	viruapacheaapachetminute.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	parking.kiwi.com	leakix	(a-record, aaaa-record, cloud-amazon, distance-0, in-scope, ns-record, resolved, soa-record, subdomain)
[DNS_NAME]          	sensu.www.tours.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	traveltobrno.kiwi.com	leakix	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	email.txn-ov.kiwi.com	leakix	(a-record, cname-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	ya-schizotypic.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	cars.kiwi.com	leakix	(a-record, cdn-cloudflare, cname-record, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	email.txn-dev-mg.kiwi.com	leakix	(a-record, cloud-google, cname-record, distance-0, in-scope, mx-record, ns-record, resolved, soa-record, subdomain, txt-record)
[DNS_NAME]          	balkan.kiwi.com	leakix	(a-record, cloud-google, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	remotemail.merch.www.tours.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.toursauto.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	email.surveys-mg.kiwi.com	leakix	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	code.kiwi.com	leakix	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	www.wikidia.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.w.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.tourshotelswww.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	dev.z73.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.tourskaplaapi.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jira.www.tourspriv.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.yanis-automation.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jira.www.tours-vi.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	dev.i.xinfo734-xsrvjp.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	confluence.www.tours-support.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jira.www.tourssimone.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	www.remotemail.merch.www.tours.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	confluence.www.tourselb.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	beta-balkan.kiwi.com	leakix	(a-record, cloud-google, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	confluence.www.vitours.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[DNS_NAME]          	jira.www.i.zabawki.kiwi.com	wayback	(distance-0, in-scope, subdomain, unresolved)
[IP_ADDRESS]        	13.224.214.118	A	(cloud-amazon, distance-1, internal, ipv4, ptr-record, resolved)
[URL]               	http://makalius.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[URL]               	https://tequila-fe.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://flyeverywhere.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://airflamenco.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://overland.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://bookingtours.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-302)
[URL]               	https://flightguru.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://kyc.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://magnuson.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://air-loyaute.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://lemon.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://veniceairport.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://interilesair.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://skybahamas.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-302)
[URL]               	https://b2sky.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-302)
[URL]               	https://makalius.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-302)
[URL]               	https://aerososa.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-302)
[URL]               	https://sevenair.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-302)
[URL]               	https://ssl-for-saas-proxy.kiwi.com/	httpx	(dir, distance-0, http-title-error, in-scope, ip-104-16-192-226, status-404)
[URL]               	https://red-cougar.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-404)
[URL]               	https://swaghetti.banana.kiwi.com/	httpx	(dir, distance-0, http-title-302-found, in-scope, ip-104-16-193-226, status-302)
[DNS_NAME]          	ground.kiwi.com	speculate	(distance-0, in-scope, mx-record, resolved, subdomain, txt-record)
[URL]               	https://packages.kiwi.com/	httpx	(dir, distance-0, http-title-kiwi-com, in-scope, ip-104-16-192-226, status-200)
[URL]               	http://sevenair.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[URL]               	http://airflamenco.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	https://8648511.kiwi.com/	httpx	(dir, distance-0, http-title-404-not-found, in-scope, ip-104-16-193-226, status-404)
[URL]               	https://url4192.kiwi.com/	httpx	(dir, distance-0, http-title-404-not-found, in-scope, ip-104-16-193-226, status-404)
[URL]               	http://flysafarilink.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[URL]               	http://swaghetti.banana.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	http://8648511.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[DNS_NAME]          	airline.kiwi.com	speculate	(distance-0, in-scope, mx-record, resolved, subdomain, txt-record)
[URL]               	http://red-cougar.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	http://packages.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[URL]               	http://url4192.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[URL]               	http://veniceairport.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[OPEN_TCP_PORT]     	makalius.kiwi.com:80	speculate	(distance-0, in-scope)
[URL]               	http://tequila-fe.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-193-226, status-301)
[DNS_NAME]          	makalius.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	tequila-fe.kiwi.com:443	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	flyeverywhere.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	flyeverywhere.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	airflamenco.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	airflamenco.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	overland.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	overland.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[URL]               	http://b2sky.kiwi.com/	httpx	(dir, distance-0, in-scope, ip-104-16-192-226, status-301)
[DNS_NAME]          	tequila-fe.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	bookingtours.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	bookingtours.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	flightguru.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	kyc.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	kyc.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	magnuson.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	magnuson.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	air-loyaute.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	air-loyaute.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	lemon.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	lemon.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	veniceairport.kiwi.com:443	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	flightguru.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	veniceairport.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	interilesair.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	interilesair.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	skybahamas.kiwi.com:443	speculate	(distance-0, in-scope)
[DNS_NAME]          	skybahamas.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[DNS_NAME]          	b2sky.kiwi.com	host	(a-record, cdn-cloudflare, distance-0, in-scope, resolved, subdomain)
[OPEN_TCP_PORT]     	b2sky.kiwi.com:443	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	makalius.kiwi.com:443	speculate	(distance-0, in-scope)
[OPEN_TCP_PORT]     	aerososa.kiwi.com:443	speculate	(distance-0, in-scope)
